Username,Total reviews,Location,Date,Review,Rating
Jean Mixon,1review,US,2025-02-11T17:57:52.000Z,"Mars candy returned to senderGot most of my orderGot most of my order.  One item was suppose to be shipped but was returned to sender.  Don’t know why and I was very disappointed.Date of experience:February 06, 2025",4
RE,6reviews,US,2025-01-04T04:47:29.000Z,"The company needs to improve their…The company needs to improve their website online ordering.I ordered 4X with cancelations. I called customer service, she stated that she updated, to wait 30 mins with no more than 24 hours and reorder. I did just that, it canceled again! So inconvenience! Never again i set put at their physical location and look at their website!Date of experience:January 03, 2025",1
Benjamin Thomas,4reviews,US,2025-01-29T23:06:34.000Z,"Canceled Order and Unresponsive Support order for an LG 55 Class 4K…I placed an order for an LG 55 Class 4K UHD OLED Web OS Smart TV with Dolby Vision B3 Series OLED55B3PUA. The order was inexplicably canceled, and I received a notification stating that the delivery was canceled due to an unexpected issue. The support team has been unresponsive to my inquiries about this matter, and I am dissatisfied with the lack of communication and resolution.Date of experience:January 28, 2025",1
KelRF,2reviews,US,2025-01-09T20:41:25.000Z,"This store automatically cancelled my…This store automatically cancelled my order. I contacted support at walmart corporate and they did not understand why it was cancelled.No refund for up to 10 days, but they want me to reorder in 4 hours. This is absolutely unacceptable. I have been shopping and making pickup orders for years at this location.Store no. 5273 Sequim WashingtonDate of experience:January 09, 2025",1
Jazmine Martin,1review,US,2025-02-05T21:33:46.000Z,"**Review for Walmart Vision Center****Review for Walmart Vision Center**⭐️⭐️⭐️⭐️⭐️I recently visited the Walmart Vision Center and had an outstanding experience thanks to Julie and Carroll. From the moment I walked in, they greeted me with warm smiles and made me feel welcome.Julie was incredibly knowledgeable and took the time to explain the different lens options available. She patiently answered all my questions and helped me find the perfect pair of glasses that suited my style and budget. Her expertise and friendly demeanor made the selection process enjoyable.Carroll was also fantastic! She assisted with the fitting and made sure my new glasses were perfectly adjusted for comfort. Her attention to detail and dedication to customer satisfaction truly stood out.Overall, my experience at the Walmart Vision Center was exceptional, and I can't recommend Julie and Carroll enough. They made what could have been a mundane task into a pleasant outing. I’ll definitely be returning for my future vision needs!Date of experience:February 05, 2025",5
andrea,13reviews,US,2025-01-08T00:40:27.000Z,"walmart steals from peoplei would not even give one star but it wont let u not put nothing so i was told to day by one of Walmart employee that if u order online and they don't have what u need they will take your money for 10 to 15 days so if u need food don't go on there website. Walmart can steal from u but would be so fast to put people in jail for the same. I can take my shopping else where i think Companies like this should have to be held accountable.Date of experience:January 06, 2025",1
Daniel,1review,CA,2024-12-30T21:10:05.000Z,"HORRIBLE SERVICE  1 MONTH LATER STILL NO DELIVERYEarly December 2024 I ordered a humidifier and paid for it right off the bat.  As of today, nearly ONE MONTH LATER I have not received it.  HORRIBLE DELIVERY SERVICE - SEJOY CA - must be run by a Walmart family cousin who doesn't care. Believe me, go to Amazon and next day delivery rather than buy from Walmart.  NEVER AGAIN.  What a disappointment!Date of experience:December 29, 2024",1
Dave Meyers,2reviews,US,2025-01-06T01:12:59.000Z,"Showed my ordered delivered to some…Showed my ordered delivered to some other house. Chat was useless offering to refund my purchase in 10 days. Never offered to replace the item. Then just disconnected the chat instead of providing a solution. Seems their chat personnel are not vested in the customer.Date of experience:January 05, 2025",1
Betsy R,1review,US,2025-01-10T22:54:06.000Z,"Walmart plus is  a rip offI am a Walmart member and pay 12.99 a month in order to get groceries delivered.I live in Anchorage Alaska and the nearest store is 10 minutes away. I was able to get grocery delivery for 2 years but now they 'have no drivers' to deliver to me yet they still charge me every month and advertise grocery delivery.  I have filed BBB complaints that did no good. Walmart Plus is a rip off.Date of experience:January 03, 2025",1
"Dave M (Charlotte, NC)",25reviews,US,2025-01-03T16:14:10.000Z,"Counterfeit Neuriva Supplements on Walmart.comWe recently found that the Neuriva supplements that we bought from Walmart.com were counterfeit.  We did not notice when we made the first purchase since there was no immediate sign of a difference.  The second purchase we noticed that the labels had spelling and formatting errors.The manufacturer just confirmed that these are counterfeit.  It is very dangerous that we have been taking  counterfeit supplements sold by Walmart.com.Date of experience:November 12, 2024",1
